,gid,latitude,longitude,elevation,offshore,wrf_region,config
897,705559,23.415596,92.60631,767,0,1,default
3800,724393,25.352463,91.72018,1667,0,1,default
3226,722837,25.1922,92.19278,493,0,1,default
2544,714995,24.387741000000002,92.72446,144,0,1,default
154,696655,22.490852,92.63584,91,0,1,default
1357,708186,23.68637,92.81307,406,0,1,default
2982,720494,24.951424,92.63584,23,0,1,default
3489,723603,25.272362,91.60203,383,0,1,default
3948,724858,25.405846,89.97746,95,0,1,default
2504,714719,24.360832000000002,92.31093,53,0,1,default
2720,717078,24.602767999999998,92.34047,27,0,1,default
1779,710255,23.902588,92.01556,97,0,1,default
653,703719,23.225723000000002,92.42908,87,0,1,default
3224,722835,25.1922,92.133705,463,0,1,default
986,706088,23.469795,92.75399999999999,1124,0,1,default
1907,710798,23.956581,92.57677,457,0,1,default
3036,721288,25.03173,92.87215,495,0,1,default
3735,724170,25.325768,92.87215,525,0,1,default
1897,710788,23.956581,92.28139499999999,504,0,1,default
1685,709749,23.848564,92.54723,343,0,1,default
3353,723302,25.245651000000002,90.450066,151,0,1,default
251,698750,22.709,92.66538,529,0,1,default
2169,712115,24.091476,92.78353,776,0,1,default
426,701631,23.0084,92.63584,710,0,1,default
2815,718135,24.710151999999997,92.60631,21,0,1,default
2779,717617,24.656464,92.78353,25,0,1,default
1684,709748,23.848564,92.51769,260,0,1,default
3594,723870,25.299065,91.74972,1409,0,1,default
3622,723898,25.299065,92.57677,1344,0,1,default
3308,723090,25.218933,91.92694,578,0,1,default
1567,709218,23.794525,92.34047,217,0,1,default
1885,710776,23.956581,91.92694,129,0,1,default
134,696133,22.436256,92.694916,830,0,1,default
2437,714191,24.307014000000002,92.19278,54,0,1,default
1326,708148,23.68637,91.69064,91,0,1,default
1105,706847,23.551056,91.95648,381,0,1,default
2792,717871,24.683327,92.54723,28,0,1,default
3423,723372,25.245651000000002,92.51769,1147,0,1,default
276,699272,22.763489,92.60631,184,0,1,default
494,702384,23.089942999999998,91.69064,42,0,1,default
941,705823,23.442703,92.66538,616,0,1,default
1006,706314,23.496887,91.69064,47,0,1,default
3239,722850,25.1922,92.57677,1123,0,1,default
1598,709455,23.82154,91.60203,72,0,1,default
437,701858,23.035591,91.60203,129,0,1,default
1688,709752,23.848564,92.63584,329,0,1,default
766,704732,23.334259,91.39526,52,0,1,default
3688,724123,25.325768,91.48388,1376,0,1,default
3099,722289,25.138733,91.48388,18,0,1,default
1128,707087,23.578132999999998,91.306656,43,0,1,default
467,702123,23.062767,91.69064,31,0,1,default
4255,725642,25.485854999999997,89.91839,34,0,1,default
876,705522,23.415596,91.51342,54,0,1,default
3780,724373,25.352463,91.12943,607,0,1,default
3065,721802,25.08525,92.57677,485,0,1,default
1062,706599,23.523972,92.37,243,0,1,default
2268,712880,24.17234,92.163246,79,0,1,default
4409,725956,25.512520000000002,91.454346,1564,0,1,default
755,704513,23.307137,92.66538,621,0,1,default
4400,725947,25.512520000000002,91.18851,1298,0,1,default
386,701110,22.954017999999998,92.72446,489,0,1,default
383,701107,22.954017999999998,92.63584,354,0,1,default
2864,718668,24.76381,92.87215,26,0,1,default
4189,725417,25.45919,91.01128,627,0,1,default
1179,707354,23.605202,91.454346,68,0,1,default
1284,707892,23.659317,91.86787,168,0,1,default
535,702676,23.117110999999998,92.57677,154,0,1,default
498,702388,23.089942999999998,91.80879,69,0,1,default
3942,724693,25.379158,92.842606,666,0,1,default
2335,713399,24.226226999999998,92.01556,45,0,1,default
