,gid,latitude,longitude,elevation,timezone,config
524,12700,21.05,70.85,0,5.5,default
525,12701,21.15,70.85,0,5.5,default
526,12702,21.25,70.85,0,5.5,default
527,12703,21.35,70.85,0,5.5,default
528,12704,21.45,70.85,0,5.5,default
529,12705,21.55,70.85,0,5.5,default
530,12706,21.65,70.85,0,5.5,default
531,12707,21.75,70.85,0,5.5,default
532,12708,21.85,70.85,0,5.5,default
533,12709,21.95,70.85,0,5.5,default
534,12710,22.05,70.85,0,5.5,default
535,12711,22.15,70.85,0,5.5,default
536,12712,22.25,70.85,0,5.5,default
537,12713,22.35,70.85,0,5.5,default
538,12714,22.45,70.85,0,5.5,default
539,12715,22.55,70.85,0,5.5,default
540,12716,22.65,70.85,0,5.5,default
541,12717,22.75,70.85,0,5.5,default
542,12718,22.85,70.85,0,5.5,default
543,12719,22.95,70.85,0,5.5,default
544,12720,23.05,70.85,0,5.5,default
545,12721,23.15,70.85,0,5.5,default
546,12722,23.25,70.85,0,5.5,default
547,12723,23.35,70.85,0,5.5,default
548,12724,23.45,70.85,0,5.5,default
549,12725,23.55,70.85,0,5.5,default
550,12726,23.65,70.85,0,5.5,default
551,12727,23.75,70.85,0,5.5,default
552,12728,23.85,70.85,0,5.5,default
553,12729,23.95,70.85,0,5.5,default
554,12730,24.05,70.85,0,5.5,default
555,12731,24.15,70.85,0,5.5,default
556,13027,20.75,70.95,0,5.5,default
557,13028,20.85,70.95,0,5.5,default
558,13029,20.95,70.95,0,5.5,default
559,13030,21.05,70.95,0,5.5,default
560,13031,21.15,70.95,0,5.5,default
561,13032,21.25,70.95,0,5.5,default
562,13033,21.35,70.95,0,5.5,default
563,13034,21.45,70.95,0,5.5,default
564,13035,21.55,70.95,0,5.5,default
565,13036,21.65,70.95,0,5.5,default
566,13037,21.75,70.95,0,5.5,default
567,13038,21.85,70.95,0,5.5,default
568,13039,21.95,70.95,0,5.5,default
569,13040,22.05,70.95,0,5.5,default
570,13041,22.15,70.95,0,5.5,default
571,13042,22.25,70.95,0,5.5,default
572,13043,22.35,70.95,0,5.5,default
573,13044,22.45,70.95,0,5.5,default
574,13045,22.55,70.95,0,5.5,default
575,13046,22.65,70.95,0,5.5,default
576,13047,22.75,70.95,0,5.5,default
577,13048,22.85,70.95,0,5.5,default
578,13049,22.95,70.95,0,5.5,default
579,13050,23.05,70.95,0,5.5,default
580,13051,23.15,70.95,0,5.5,default
581,13052,23.25,70.95,0,5.5,default
582,13053,23.35,70.95,0,5.5,default
583,13054,23.45,70.95,0,5.5,default
584,13055,23.55,70.95,0,5.5,default
585,13056,23.65,70.95,0,5.5,default
586,13057,23.75,70.95,0,5.5,default
587,13058,23.85,70.95,0,5.5,default
588,13059,23.95,70.95,0,5.5,default
589,13060,24.05,70.95,0,5.5,default
590,13061,24.15,70.95,0,5.5,default
591,13062,24.25,70.95,0,5.5,default
592,13357,20.75,71.05,0,5.5,default
593,13358,20.85,71.05,0,5.5,default
594,13359,20.95,71.05,0,5.5,default
595,13360,21.05,71.05,0,5.5,default
596,13361,21.15,71.05,0,5.5,default
597,13362,21.25,71.05,0,5.5,default
598,13363,21.35,71.05,0,5.5,default
599,13364,21.45,71.05,0,5.5,default
600,13365,21.55,71.05,0,5.5,default
601,13366,21.65,71.05,0,5.5,default
602,13367,21.75,71.05,0,5.5,default
603,13368,21.85,71.05,0,5.5,default
604,13369,21.95,71.05,0,5.5,default
605,13370,22.05,71.05,0,5.5,default
606,13371,22.15,71.05,0,5.5,default
607,13372,22.25,71.05,0,5.5,default
608,13373,22.35,71.05,0,5.5,default
609,13374,22.45,71.05,0,5.5,default
610,13375,22.55,71.05,0,5.5,default
611,13376,22.65,71.05,0,5.5,default
612,13377,22.75,71.05,0,5.5,default
613,13378,22.85,71.05,0,5.5,default
614,13379,22.95,71.05,0,5.5,default
615,13380,23.05,71.05,0,5.5,default
616,13381,23.15,71.05,0,5.5,default
617,13382,23.25,71.05,0,5.5,default
618,13383,23.35,71.05,0,5.5,default
619,13384,23.45,71.05,0,5.5,default
620,13385,23.55,71.05,0,5.5,default
621,13386,23.65,71.05,0,5.5,default
622,13387,23.75,71.05,0,5.5,default
623,13388,23.85,71.05,0,5.5,default
624,13389,23.95,71.05,0,5.5,default
625,13390,24.05,71.05,0,5.5,default
626,13391,24.15,71.05,0,5.5,default
627,13392,24.25,71.05,0,5.5,default
628,13394,24.45,71.05,0,5.5,default
629,13395,24.55,71.05,0,5.5,default
630,13688,20.85,71.15,0,5.5,default
631,13689,20.95,71.15,0,5.5,default
632,13690,21.05,71.15,0,5.5,default
633,13691,21.15,71.15,0,5.5,default
634,13692,21.25,71.15,0,5.5,default
635,13693,21.35,71.15,0,5.5,default
636,13694,21.45,71.15,0,5.5,default
637,13695,21.55,71.15,0,5.5,default
638,13696,21.65,71.15,0,5.5,default
639,13697,21.75,71.15,0,5.5,default
640,13698,21.85,71.15,0,5.5,default
641,13699,21.95,71.15,0,5.5,default
642,13700,22.05,71.15,0,5.5,default
643,13701,22.15,71.15,0,5.5,default
644,13702,22.25,71.15,0,5.5,default
645,13703,22.35,71.15,0,5.5,default
646,13704,22.45,71.15,0,5.5,default
647,13705,22.55,71.15,0,5.5,default
648,13706,22.65,71.15,0,5.5,default
649,13707,22.75,71.15,0,5.5,default
650,13708,22.85,71.15,0,5.5,default
651,13709,22.95,71.15,0,5.5,default
652,13710,23.05,71.15,0,5.5,default
653,13711,23.15,71.15,0,5.5,default
654,13712,23.25,71.15,0,5.5,default
655,13713,23.35,71.15,0,5.5,default
